Local Time,Real Energy Into the Load
2025-Aug-07 04:30:00.000,3865525
2025-Aug-07 04:45:00.000,3865554
2025-Aug-07 05:00:00.000,3865584
2025-Aug-07 05:15:00.000,3865613
2025-Aug-07 05:30:00.000,3865642
2025-Aug-07 05:45:00.000,3865671
2025-Aug-07 06:00:00.000,3865700
2025-Aug-07 06:15:00.000,3865729
2025-Aug-07 06:30:00.000,3865758
2025-Aug-07 06:45:00.000,3865788
2025-Aug-07 07:00:00.000,3865818
2025-Aug-07 07:15:00.000,3865848
2025-Aug-07 07:30:00.000,3865878
2025-Aug-07 07:45:00.000,3865909
2025-Aug-07 08:00:00.000,3865940
2025-Aug-07 08:15:00.000,3865970
2025-Aug-07 08:30:00.000,3865979
2025-Aug-07 08:45:00.000,3866001
2025-Aug-07 09:00:00.000,3866020
2025-Aug-07 09:15:00.000,3866041
2025-Aug-07 09:30:00.000,3866064
2025-Aug-07 09:45:00.000,3866087
2025-Aug-07 10:00:00.000,3866114
2025-Aug-07 10:15:00.000,3866142
2025-Aug-07 10:30:00.000,3866182
2025-Aug-07 10:45:00.000,3866214
2025-Aug-07 11:00:00.000,3866244
2025-Aug-07 11:15:00.000,3866274
2025-Aug-07 11:30:00.000,3866305
2025-Aug-07 11:45:00.000,3866334
2025-Aug-07 12:00:00.000,3866364
2025-Aug-07 12:15:00.000,3866392
2025-Aug-07 12:30:00.000,3866420
2025-Aug-07 12:45:00.000,3866429
2025-Aug-07 13:00:00.000,3866429
2025-Aug-07 13:15:00.000,3866429
2025-Aug-07 13:30:00.000,3866429
2025-Aug-07 13:45:00.000,3866429
2025-Aug-07 14:00:00.000,3866429
2025-Aug-07 14:15:00.000,3866429
2025-Aug-07 14:30:00.000,3866429
2025-Aug-07 14:45:00.000,3866429
2025-Aug-07 15:00:00.000,3866429
2025-Aug-07 15:15:00.000,3866429
2025-Aug-07 15:30:00.000,3866429
2025-Aug-07 15:45:00.000,3866429
2025-Aug-07 16:00:00.000,3866429
2025-Aug-07 16:15:00.000,3866429
2025-Aug-07 16:30:00.000,3866429
2025-Aug-07 16:45:00.000,3866429
2025-Aug-07 17:00:00.000,3866429
2025-Aug-07 17:15:00.000,3866429
2025-Aug-07 17:30:00.000,3866429
2025-Aug-07 17:45:00.000,3866429
2025-Aug-07 18:00:00.000,3866429
2025-Aug-07 18:15:00.000,3866429
2025-Aug-07 18:30:00.000,3866429
2025-Aug-07 18:45:00.000,3866429
2025-Aug-07 19:00:00.000,3866429
2025-Aug-07 19:15:00.000,3866429
2025-Aug-07 19:30:00.000,3866429
2025-Aug-07 19:45:00.000,3866429
2025-Aug-07 20:00:00.000,3866429
2025-Aug-07 20:15:00.000,3866429
2025-Aug-07 20:30:00.000,3866429
2025-Aug-07 20:45:00.000,3866429
2025-Aug-07 21:00:00.000,3866429
2025-Aug-07 21:15:00.000,3866429
2025-Aug-07 21:30:00.000,3866429
2025-Aug-07 21:45:00.000,3866429
2025-Aug-07 22:00:00.000,3866429
2025-Aug-07 22:15:00.000,3866429
2025-Aug-07 22:30:00.000,3866429
2025-Aug-07 22:45:00.000,3866429
2025-Aug-07 23:00:00.000,3866429
2025-Aug-07 23:15:00.000,3866429
2025-Aug-07 23:30:00.000,3866429
2025-Aug-07 23:45:00.000,3866429
2025-Aug-08 00:00:00.000,3866429
2025-Aug-08 00:15:00.000,3866429
2025-Aug-08 00:30:00.000,3866429
2025-Aug-08 00:45:00.000,3866429
2025-Aug-08 01:00:00.000,3866429
2025-Aug-08 01:15:00.000,3866429
2025-Aug-08 01:30:00.000,3866429
2025-Aug-08 01:45:00.000,3866429
2025-Aug-08 02:00:00.000,3866429
2025-Aug-08 02:15:00.000,3866429
2025-Aug-08 02:30:00.000,3866429
2025-Aug-08 02:45:00.000,3866429
2025-Aug-08 03:00:00.000,3866429
2025-Aug-08 03:15:00.000,3866429
2025-Aug-08 03:30:00.000,3866429
2025-Aug-08 03:45:00.000,3866429
2025-Aug-08 04:00:00.000,3866429
2025-Aug-08 04:15:00.000,3866429
2025-Aug-08 04:30:00.000,3866429
2025-Aug-08 04:45:00.000,3866429
2025-Aug-08 05:00:00.000,3866429
2025-Aug-08 05:15:00.000,3866429
2025-Aug-08 05:30:00.000,3866429
2025-Aug-08 05:45:00.000,3866429
2025-Aug-08 06:00:00.000,3866429
2025-Aug-08 06:15:00.000,3866429
2025-Aug-08 06:30:00.000,3866429
2025-Aug-08 06:45:00.000,3866429
2025-Aug-08 07:00:00.000,3866429
2025-Aug-08 07:15:00.000,3866429
2025-Aug-08 07:30:00.000,3866429
2025-Aug-08 07:45:00.000,3866429
2025-Aug-08 08:00:00.000,3866429
2025-Aug-08 08:15:00.000,3866429
2025-Aug-08 08:30:00.000,3866429
2025-Aug-08 08:45:00.000,3866429
2025-Aug-08 09:00:00.000,3866429
2025-Aug-08 09:15:00.000,3866429
2025-Aug-08 09:30:00.000,3866429
2025-Aug-08 09:45:00.000,3866429
2025-Aug-08 10:00:00.000,3866429
2025-Aug-08 10:15:00.000,3866429
2025-Aug-08 10:30:00.000,3866429
2025-Aug-08 10:45:00.000,3866429
2025-Aug-08 11:00:00.000,3866429
2025-Aug-08 11:15:00.000,3866429
2025-Aug-08 11:30:00.000,3866429
2025-Aug-08 11:45:00.000,3866429
2025-Aug-08 12:00:00.000,3866443
2025-Aug-08 12:15:00.000,3866461
2025-Aug-08 12:30:00.000,3866478
2025-Aug-08 12:45:00.000,3866495
2025-Aug-08 13:00:00.000,3866514
2025-Aug-08 13:15:00.000,3866539
2025-Aug-08 13:30:00.000,3866563
2025-Aug-08 13:45:00.000,3866587
2025-Aug-08 14:00:00.000,3866611
2025-Aug-08 14:15:00.000,3866635
2025-Aug-08 14:30:00.000,3866657
2025-Aug-08 14:45:00.000,3866679
2025-Aug-08 15:00:00.000,3866702
2025-Aug-08 15:15:00.000,3866726
2025-Aug-08 15:30:00.000,3866748
2025-Aug-08 15:45:00.000,3866770
2025-Aug-08 16:00:00.000,3866791
2025-Aug-08 16:15:00.000,3866817
2025-Aug-08 16:30:00.000,3866842
2025-Aug-08 16:45:00.000,3866865
2025-Aug-08 17:00:00.000,3866888
2025-Aug-08 17:15:00.000,3866909
2025-Aug-08 17:30:00.000,3866930
2025-Aug-08 17:45:00.000,3866951
2025-Aug-08 18:00:00.000,3866973
2025-Aug-08 18:15:00.000,3866996
2025-Aug-08 18:30:00.000,3867018
2025-Aug-08 18:45:00.000,3867041
2025-Aug-08 19:00:00.000,3867063
2025-Aug-08 19:15:00.000,3867084
2025-Aug-08 19:30:00.000,3867107
2025-Aug-08 19:45:00.000,3867130
2025-Aug-08 20:00:00.000,3867152
2025-Aug-08 20:15:00.000,3867174
2025-Aug-08 20:30:00.000,3867189
2025-Aug-08 20:45:00.000,3867212
2025-Aug-08 21:00:00.000,3867234
2025-Aug-08 21:15:00.000,3867256
2025-Aug-08 21:30:00.000,3867277
2025-Aug-08 21:45:00.000,3867300
2025-Aug-08 22:00:00.000,3867321
2025-Aug-08 22:15:00.000,3867344
2025-Aug-08 22:30:00.000,3867368
2025-Aug-08 22:45:00.000,3867392
2025-Aug-08 23:00:00.000,3867415
2025-Aug-08 23:15:00.000,3867438
2025-Aug-08 23:30:00.000,3867462
2025-Aug-08 23:45:00.000,3867486
2025-Aug-09 00:00:00.000,3867510
2025-Aug-09 00:15:00.000,3867533
2025-Aug-09 00:30:00.000,3867555
2025-Aug-09 00:45:00.000,3867579
2025-Aug-09 01:00:00.000,3867602
2025-Aug-09 01:15:00.000,3867625
2025-Aug-09 01:30:00.000,3867648
2025-Aug-09 01:45:00.000,3867670
2025-Aug-09 02:00:00.000,3867693
2025-Aug-09 02:15:00.000,3867716
2025-Aug-09 02:30:00.000,3867739
2025-Aug-09 02:45:00.000,3867762
2025-Aug-09 03:00:00.000,3867785
2025-Aug-09 03:15:00.000,3867809
2025-Aug-09 03:30:00.000,3867832
2025-Aug-09 03:45:00.000,3867855
2025-Aug-09 04:00:00.000,3867878
2025-Aug-09 04:15:00.000,3867901
2025-Aug-09 04:30:00.000,3867924
2025-Aug-09 04:45:00.000,3867948
2025-Aug-09 05:00:00.000,3867971
2025-Aug-09 05:15:00.000,3867994
2025-Aug-09 05:30:00.000,3868017
2025-Aug-09 05:45:00.000,3868040
2025-Aug-09 06:00:00.000,3868063
2025-Aug-09 06:15:00.000,3868086
2025-Aug-09 06:30:00.000,3868109
2025-Aug-09 06:45:00.000,3868132
2025-Aug-09 07:00:00.000,3868155
2025-Aug-09 07:15:00.000,3868171
2025-Aug-09 07:30:00.000,3868195
2025-Aug-09 07:45:00.000,3868219
2025-Aug-09 08:00:00.000,3868243
2025-Aug-09 08:15:00.000,3868267
2025-Aug-09 08:30:00.000,3868292
2025-Aug-09 08:45:00.000,3868315
2025-Aug-09 09:00:00.000,3868339
2025-Aug-09 09:15:00.000,3868365
2025-Aug-09 09:30:00.000,3868389
2025-Aug-09 09:45:00.000,3868414
2025-Aug-09 10:00:00.000,3868439
2025-Aug-09 10:15:00.000,3868464
2025-Aug-09 10:30:00.000,3868488
2025-Aug-09 10:45:00.000,3868512
2025-Aug-09 11:00:00.000,3868536
2025-Aug-09 11:15:00.000,3868560
2025-Aug-09 11:30:00.000,3868585
2025-Aug-09 11:45:00.000,3868609
2025-Aug-09 12:00:00.000,3868632
2025-Aug-09 12:15:00.000,3868656
2025-Aug-09 12:30:00.000,3868681
2025-Aug-09 12:45:00.000,3868706
2025-Aug-09 13:00:00.000,3868730
2025-Aug-09 13:15:00.000,3868752
2025-Aug-09 13:30:00.000,3868774
2025-Aug-09 13:45:00.000,3868796
2025-Aug-09 14:00:00.000,3868818
2025-Aug-09 14:15:00.000,3868840
2025-Aug-09 14:30:00.000,3868860
2025-Aug-09 14:45:00.000,3868879
2025-Aug-09 15:00:00.000,3868899
2025-Aug-09 15:15:00.000,3868919
2025-Aug-09 15:30:00.000,3868940
2025-Aug-09 15:45:00.000,3868960
2025-Aug-09 16:00:00.000,3868980
2025-Aug-09 16:15:00.000,3868999
2025-Aug-09 16:30:00.000,3869018
2025-Aug-09 16:45:00.000,3869037
2025-Aug-09 17:00:00.000,3869055
2025-Aug-09 17:15:00.000,3869075
2025-Aug-09 17:30:00.000,3869088
2025-Aug-09 17:45:00.000,3869107
2025-Aug-09 18:00:00.000,3869126
2025-Aug-09 18:15:00.000,3869144
2025-Aug-09 18:30:00.000,3869162
2025-Aug-09 18:45:00.000,3869181
2025-Aug-09 19:00:00.000,3869199
2025-Aug-09 19:15:00.000,3869218
2025-Aug-09 19:30:00.000,3869237
2025-Aug-09 19:45:00.000,3869255
2025-Aug-09 20:00:00.000,3869273
2025-Aug-09 20:15:00.000,3869291
2025-Aug-09 20:30:00.000,3869308
2025-Aug-09 20:45:00.000,3869326
2025-Aug-09 21:00:00.000,3869343
2025-Aug-09 21:15:00.000,3869361
2025-Aug-09 21:30:00.000,3869378
2025-Aug-09 21:45:00.000,3869396
2025-Aug-09 22:00:00.000,3869414
2025-Aug-09 22:15:00.000,3869432
2025-Aug-09 22:30:00.000,3869449
2025-Aug-09 22:45:00.000,3869467
2025-Aug-09 23:00:00.000,3869485
2025-Aug-09 23:15:00.000,3869502
2025-Aug-09 23:30:00.000,3869519
2025-Aug-09 23:45:00.000,3869535
2025-Aug-10 00:00:00.000,3869552
2025-Aug-10 00:15:00.000,3869568
2025-Aug-10 00:30:00.000,3869584
2025-Aug-10 00:45:00.000,3869601
2025-Aug-10 01:00:00.000,3869618
2025-Aug-10 01:15:00.000,3869635
2025-Aug-10 01:30:00.000,3869654
2025-Aug-10 01:45:00.000,3869673
2025-Aug-10 02:00:00.000,3869691
2025-Aug-10 02:15:00.000,3869710
2025-Aug-10 02:30:00.000,3869729
2025-Aug-10 02:45:00.000,3869748
2025-Aug-10 03:00:00.000,3869767
2025-Aug-10 03:15:00.000,3869785
2025-Aug-10 03:30:00.000,3869802
2025-Aug-10 03:45:00.000,3869820
2025-Aug-10 04:00:00.000,3869838
2025-Aug-10 04:15:00.000,3869856
2025-Aug-10 04:30:00.000,3869867
2025-Aug-10 04:45:00.000,3869884
2025-Aug-10 05:00:00.000,3869901
2025-Aug-10 05:15:00.000,3869918
2025-Aug-10 05:30:00.000,3869936
2025-Aug-10 05:45:00.000,3869954
2025-Aug-10 06:00:00.000,3869971
2025-Aug-10 06:15:00.000,3869989
2025-Aug-10 06:30:00.000,3870007
2025-Aug-10 06:45:00.000,3870024
2025-Aug-10 07:00:00.000,3870042
2025-Aug-10 07:15:00.000,3870060
2025-Aug-10 07:30:00.000,3870078
2025-Aug-10 07:45:00.000,3870097
2025-Aug-10 08:00:00.000,3870116
2025-Aug-10 08:15:00.000,3870136
2025-Aug-10 08:30:00.000,3870156
2025-Aug-10 08:45:00.000,3870176
2025-Aug-10 09:00:00.000,3870196
2025-Aug-10 09:15:00.000,3870216
2025-Aug-10 09:30:00.000,3870236
2025-Aug-10 09:45:00.000,3870257
2025-Aug-10 10:00:00.000,3870277
2025-Aug-10 10:15:00.000,3870299
2025-Aug-10 10:30:00.000,3870320
2025-Aug-10 10:45:00.000,3870339
2025-Aug-10 11:00:00.000,3870359
2025-Aug-10 11:15:00.000,3870379
2025-Aug-10 11:30:00.000,3870399
2025-Aug-10 11:45:00.000,3870419
2025-Aug-10 12:00:00.000,3870439
2025-Aug-10 12:15:00.000,3870459
2025-Aug-10 12:30:00.000,3870479
2025-Aug-10 12:45:00.000,3870499
2025-Aug-10 13:00:00.000,3870519
2025-Aug-10 13:15:00.000,3870540
2025-Aug-10 13:30:00.000,3870560
2025-Aug-10 13:45:00.000,3870578
2025-Aug-10 14:00:00.000,3870596
2025-Aug-10 14:15:00.000,3870615
2025-Aug-10 14:30:00.000,3870636
2025-Aug-10 14:45:00.000,3870663
2025-Aug-10 15:00:00.000,3870690
2025-Aug-10 15:15:00.000,3870716
2025-Aug-10 15:30:00.000,3870743
2025-Aug-10 15:45:00.000,3870760
2025-Aug-10 16:00:00.000,3870786
2025-Aug-10 16:15:00.000,3870812
2025-Aug-10 16:30:00.000,3870839
2025-Aug-10 16:45:00.000,3870866
2025-Aug-10 17:00:00.000,3870892
2025-Aug-10 17:15:00.000,3870917
2025-Aug-10 17:30:00.000,3870942
2025-Aug-10 17:45:00.000,3870967
2025-Aug-10 18:00:00.000,3870992
2025-Aug-10 18:15:00.000,3871017
2025-Aug-10 18:30:00.000,3871042
2025-Aug-10 18:45:00.000,3871066
2025-Aug-10 19:00:00.000,3871091
2025-Aug-10 19:15:00.000,3871116
2025-Aug-10 19:30:00.000,3871140
2025-Aug-10 19:45:00.000,3871165
2025-Aug-10 20:00:00.000,3871190
2025-Aug-10 20:15:00.000,3871213
2025-Aug-10 20:30:00.000,3871237
2025-Aug-10 20:45:00.000,3871261
2025-Aug-10 21:00:00.000,3871286
2025-Aug-10 21:15:00.000,3871309
2025-Aug-10 21:30:00.000,3871332
2025-Aug-10 21:45:00.000,3871356
2025-Aug-10 22:00:00.000,3871380
2025-Aug-10 22:15:00.000,3871403
2025-Aug-10 22:30:00.000,3871426
2025-Aug-10 22:45:00.000,3871449
2025-Aug-10 23:00:00.000,3871472
2025-Aug-10 23:15:00.000,3871495
2025-Aug-10 23:30:00.000,3871518
2025-Aug-10 23:45:00.000,3871541
2025-Aug-11 00:00:00.000,3871565
2025-Aug-11 00:15:00.000,3871589
2025-Aug-11 00:30:00.000,3871611
2025-Aug-11 00:45:00.000,3871634
2025-Aug-11 01:00:00.000,3871658
2025-Aug-11 01:15:00.000,3871682
2025-Aug-11 01:30:00.000,3871705
2025-Aug-11 01:45:00.000,3871728
2025-Aug-11 02:00:00.000,3871751
2025-Aug-11 02:15:00.000,3871767
2025-Aug-11 02:30:00.000,3871790
2025-Aug-11 02:45:00.000,3871813
2025-Aug-11 03:00:00.000,3871836
2025-Aug-11 03:15:00.000,3871859
2025-Aug-11 03:30:00.000,3871882
2025-Aug-11 03:45:00.000,3871906
2025-Aug-11 04:00:00.000,3871929
2025-Aug-11 04:15:00.000,3871952
2025-Aug-11 04:30:00.000,3871975
2025-Aug-11 04:45:00.000,3871998
2025-Aug-11 05:00:00.000,3872021
2025-Aug-11 05:15:00.000,3872044
2025-Aug-11 05:30:00.000,3872068
2025-Aug-11 05:45:00.000,3872091
2025-Aug-11 06:00:00.000,3872114
2025-Aug-11 06:15:00.000,3872136
2025-Aug-11 06:30:00.000,3872158
2025-Aug-11 06:45:00.000,3872182
2025-Aug-11 07:00:00.000,3872206
2025-Aug-11 07:15:00.000,3872229
2025-Aug-11 07:30:00.000,3872252
2025-Aug-11 07:45:00.000,3872275
2025-Aug-11 08:00:00.000,3872298
2025-Aug-11 08:15:00.000,3872321
2025-Aug-11 08:30:00.000,3872348
2025-Aug-11 08:45:00.000,3872387
2025-Aug-11 09:00:00.000,3872430
2025-Aug-11 09:15:00.000,3872471
2025-Aug-11 09:30:00.000,3872514
2025-Aug-11 09:45:00.000,3872564
2025-Aug-11 10:00:00.000,3872605
2025-Aug-11 10:15:00.000,3872646
2025-Aug-11 10:30:00.000,3872688
2025-Aug-11 10:45:00.000,3872731
2025-Aug-11 11:00:00.000,3872774
2025-Aug-11 11:15:00.000,3872816
2025-Aug-11 11:30:00.000,3872857
2025-Aug-11 11:45:00.000,3872897
2025-Aug-11 12:00:00.000,3872928
2025-Aug-11 12:15:00.000,3872975
2025-Aug-11 12:30:00.000,3873014
2025-Aug-11 12:45:00.000,3873051
2025-Aug-11 13:00:00.000,3873089
2025-Aug-11 13:15:00.000,3873127
2025-Aug-11 13:30:00.000,3873165
2025-Aug-11 13:45:00.000,3873204
2025-Aug-11 14:00:00.000,3873242
2025-Aug-11 14:15:00.000,3873281
2025-Aug-11 14:30:00.000,3873319
2025-Aug-11 14:45:00.000,3873358
2025-Aug-11 15:00:00.000,3873396
2025-Aug-11 15:15:00.000,3873431
2025-Aug-11 15:30:00.000,3873432
2025-Aug-11 15:45:00.000,3873432
2025-Aug-11 16:00:00.000,3873432
2025-Aug-11 16:15:00.000,3873432
2025-Aug-11 16:30:00.000,3873432
2025-Aug-11 16:45:00.000,3873432
2025-Aug-11 17:00:00.000,3873432
2025-Aug-11 17:15:00.000,3873432
2025-Aug-11 17:30:00.000,3873432
2025-Aug-11 17:45:00.000,3873435
2025-Aug-11 18:00:00.000,3873460
2025-Aug-11 18:15:00.000,3873484
2025-Aug-11 18:30:00.000,3873509
2025-Aug-11 18:45:00.000,3873533
2025-Aug-11 19:00:00.000,3873557
2025-Aug-11 19:15:00.000,3873580
2025-Aug-11 19:30:00.000,3873604
2025-Aug-11 19:45:00.000,3873627
2025-Aug-11 20:00:00.000,3873650
2025-Aug-11 20:15:00.000,3873674
2025-Aug-11 20:30:00.000,3873698
2025-Aug-11 20:45:00.000,3873721
2025-Aug-11 21:00:00.000,3873744
2025-Aug-11 21:15:00.000,3873767
2025-Aug-11 21:30:00.000,3873782
2025-Aug-11 21:45:00.000,3873804
2025-Aug-11 22:00:00.000,3873826
2025-Aug-11 22:15:00.000,3873849
2025-Aug-11 22:30:00.000,3873872
2025-Aug-11 22:45:00.000,3873894
2025-Aug-11 23:00:00.000,3873916
2025-Aug-11 23:15:00.000,3873938
2025-Aug-11 23:30:00.000,3873960
2025-Aug-11 23:45:00.000,3873981
2025-Aug-12 00:00:00.000,3874003
2025-Aug-12 00:15:00.000,3874024
2025-Aug-12 00:30:00.000,3874046
2025-Aug-12 00:45:00.000,3874067
2025-Aug-12 01:00:00.000,3874089
2025-Aug-12 01:15:00.000,3874111
2025-Aug-12 01:30:00.000,3874132
2025-Aug-12 01:45:00.000,3874153
2025-Aug-12 02:00:00.000,3874173
2025-Aug-12 02:15:00.000,3874193
2025-Aug-12 02:30:00.000,3874214
2025-Aug-12 02:45:00.000,3874234
2025-Aug-12 03:00:00.000,3874254
2025-Aug-12 03:15:00.000,3874274
2025-Aug-12 03:30:00.000,3874294
2025-Aug-12 03:45:00.000,3874314
2025-Aug-12 04:00:00.000,3874334
2025-Aug-12 04:15:00.000,3874354
2025-Aug-12 04:30:00.000,3874373
2025-Aug-12 04:45:00.000,3874392
2025-Aug-12 05:00:00.000,3874412
2025-Aug-12 05:15:00.000,3874431
2025-Aug-12 05:30:00.000,3874450
2025-Aug-12 05:45:00.000,3874469
2025-Aug-12 06:00:00.000,3874489
2025-Aug-12 06:15:00.000,3874509
2025-Aug-12 06:30:00.000,3874522
2025-Aug-12 06:45:00.000,3874541
2025-Aug-12 07:00:00.000,3874560
2025-Aug-12 07:15:00.000,3874580
2025-Aug-12 07:30:00.000,3874599
2025-Aug-12 07:45:00.000,3874618
2025-Aug-12 08:00:00.000,3874638
2025-Aug-12 08:15:00.000,3874662
2025-Aug-12 08:30:00.000,3874684
2025-Aug-12 08:45:00.000,3874707
2025-Aug-12 09:00:00.000,3874729
2025-Aug-12 09:15:00.000,3874751
2025-Aug-12 09:30:00.000,3874774
2025-Aug-12 09:45:00.000,3874796
2025-Aug-12 10:00:00.000,3874819
2025-Aug-12 10:15:00.000,3874841
2025-Aug-12 10:30:00.000,3874863
2025-Aug-12 10:45:00.000,3874887
2025-Aug-12 11:00:00.000,3874910
2025-Aug-12 11:15:00.000,3874934
2025-Aug-12 11:30:00.000,3874958
2025-Aug-12 11:45:00.000,3874981
2025-Aug-12 12:00:00.000,3875004
2025-Aug-12 12:15:00.000,3875027
2025-Aug-12 12:30:00.000,3875050
2025-Aug-12 12:45:00.000,3875074
2025-Aug-12 13:00:00.000,3875098
2025-Aug-12 13:15:00.000,3875120
2025-Aug-12 13:30:00.000,3875143
2025-Aug-12 13:45:00.000,3875167
2025-Aug-12 14:00:00.000,3875191
2025-Aug-12 14:15:00.000,3875215
2025-Aug-12 14:30:00.000,3875239
2025-Aug-12 14:45:00.000,3875263
2025-Aug-12 15:00:00.000,3875288
2025-Aug-12 15:15:00.000,3875311
2025-Aug-12 15:30:00.000,3875334
2025-Aug-12 15:45:00.000,3875357
2025-Aug-12 16:00:00.000,3875381
2025-Aug-12 16:15:00.000,3875404
2025-Aug-12 16:30:00.000,3875419
2025-Aug-12 16:45:00.000,3875443
2025-Aug-12 17:00:00.000,3875466
2025-Aug-12 17:15:00.000,3875489
2025-Aug-12 17:30:00.000,3875513
2025-Aug-12 17:45:00.000,3875536
2025-Aug-12 18:00:00.000,3875560
2025-Aug-12 18:15:00.000,3875583
2025-Aug-12 18:30:00.000,3875607
2025-Aug-12 18:45:00.000,3875631
2025-Aug-12 19:00:00.000,3875655
2025-Aug-12 19:15:00.000,3875681
2025-Aug-12 19:30:00.000,3875706
2025-Aug-12 19:45:00.000,3875731
2025-Aug-12 20:00:00.000,3875756
2025-Aug-12 20:15:00.000,3875780
2025-Aug-12 20:30:00.000,3875805
2025-Aug-12 20:45:00.000,3875829
2025-Aug-12 21:00:00.000,3875853
2025-Aug-12 21:15:00.000,3875877
2025-Aug-12 21:30:00.000,3875900
2025-Aug-12 21:45:00.000,3875924
2025-Aug-12 22:00:00.000,3875948
2025-Aug-12 22:15:00.000,3875972
2025-Aug-12 22:30:00.000,3875996
2025-Aug-12 22:45:00.000,3876019
2025-Aug-12 23:00:00.000,3876043
2025-Aug-12 23:15:00.000,3876067
2025-Aug-12 23:30:00.000,3876091
2025-Aug-12 23:45:00.000,3876114
2025-Aug-13 00:00:00.000,3876138
2025-Aug-13 00:15:00.000,3876162
2025-Aug-13 00:30:00.000,3876186
2025-Aug-13 00:45:00.000,3876210
2025-Aug-13 01:00:00.000,3876234
2025-Aug-13 01:15:00.000,3876258
2025-Aug-13 01:30:00.000,3876282
2025-Aug-13 01:45:00.000,3876306
2025-Aug-13 02:00:00.000,3876330
2025-Aug-13 02:15:00.000,3876354
2025-Aug-13 02:30:00.000,3876378
2025-Aug-13 02:45:00.000,3876403
2025-Aug-13 03:00:00.000,3876419
2025-Aug-13 03:15:00.000,3876445
2025-Aug-13 03:30:00.000,3876470
2025-Aug-13 03:45:00.000,3876496
2025-Aug-13 04:00:00.000,3876522
2025-Aug-13 04:15:00.000,3876548
2025-Aug-13 04:30:00.000,3876574
2025-Aug-13 04:45:00.000,3876600
2025-Aug-13 05:00:00.000,3876625
2025-Aug-13 05:15:00.000,3876652
2025-Aug-13 05:30:00.000,3876677
2025-Aug-13 05:45:00.000,3876703
2025-Aug-13 06:00:00.000,3876730
2025-Aug-13 06:15:00.000,3876756
2025-Aug-13 06:30:00.000,3876782
2025-Aug-13 06:45:00.000,3876808
2025-Aug-13 07:00:00.000,3876835
2025-Aug-13 07:15:00.000,3876861
2025-Aug-13 07:30:00.000,3876887
2025-Aug-13 07:45:00.000,3876913
2025-Aug-13 08:00:00.000,3876941
2025-Aug-13 08:15:00.000,3876968
2025-Aug-13 08:30:00.000,3876995
2025-Aug-13 08:45:00.000,3877022
2025-Aug-13 09:00:00.000,3877049
