Local Time,Real Energy Into the Load
2025-Aug-25 19:00:00.000,3918163
2025-Aug-25 19:15:00.000,3918206
2025-Aug-25 19:30:00.000,3918249
2025-Aug-25 19:45:00.000,3918292
2025-Aug-25 20:00:00.000,3918335
2025-Aug-25 20:15:00.000,3918378
2025-Aug-25 20:30:00.000,3918422
2025-Aug-25 20:45:00.000,3918465
2025-Aug-25 21:00:00.000,3918508
2025-Aug-25 21:15:00.000,3918537
2025-Aug-25 21:30:00.000,3918581
2025-Aug-25 21:45:00.000,3918625
2025-Aug-25 22:00:00.000,3918668
2025-Aug-25 22:15:00.000,3918712
2025-Aug-25 22:30:00.000,3918756
2025-Aug-25 22:45:00.000,3918800
2025-Aug-25 23:00:00.000,3918845
2025-Aug-25 23:15:00.000,3918888
2025-Aug-25 23:30:00.000,3918930
2025-Aug-25 23:45:00.000,3918971
2025-Aug-26 00:00:00.000,3919013
2025-Aug-26 00:15:00.000,3919056
2025-Aug-26 00:30:00.000,3919099
2025-Aug-26 00:45:00.000,3919140
2025-Aug-26 01:00:00.000,3919181
2025-Aug-26 01:15:00.000,3919221
2025-Aug-26 01:30:00.000,3919260
2025-Aug-26 01:45:00.000,3919299
2025-Aug-26 02:00:00.000,3919338
2025-Aug-26 02:15:00.000,3919377
2025-Aug-26 02:30:00.000,3919415
2025-Aug-26 02:45:00.000,3919453
2025-Aug-26 03:00:00.000,3919492
2025-Aug-26 03:15:00.000,3919530
2025-Aug-26 03:30:00.000,3919569
2025-Aug-26 03:45:00.000,3919607
2025-Aug-26 04:00:00.000,3919646
2025-Aug-26 04:15:00.000,3919685
2025-Aug-26 04:30:00.000,3919724
2025-Aug-26 04:45:00.000,3919762
2025-Aug-26 05:00:00.000,3919799
2025-Aug-26 05:15:00.000,3919836
2025-Aug-26 05:30:00.000,3919873
2025-Aug-26 05:45:00.000,3919909
2025-Aug-26 06:00:00.000,3919945
2025-Aug-26 06:15:00.000,3919981
2025-Aug-26 06:30:00.000,3920017
2025-Aug-26 06:45:00.000,3920054
2025-Aug-26 07:00:00.000,3920090
2025-Aug-26 07:15:00.000,3920127
2025-Aug-26 07:30:00.000,3920164
2025-Aug-26 07:45:00.000,3920201
2025-Aug-26 08:00:00.000,3920239
2025-Aug-26 08:15:00.000,3920277
2025-Aug-26 08:30:00.000,3920316
2025-Aug-26 08:45:00.000,3920341
2025-Aug-26 09:00:00.000,3920380
2025-Aug-26 09:15:00.000,3920418
2025-Aug-26 09:30:00.000,3920456
2025-Aug-26 09:45:00.000,3920494
2025-Aug-26 10:00:00.000,3920532
2025-Aug-26 10:15:00.000,3920570
2025-Aug-26 10:30:00.000,3920608
2025-Aug-26 10:45:00.000,3920646
2025-Aug-26 11:00:00.000,3920685
2025-Aug-26 11:15:00.000,3920724
2025-Aug-26 11:30:00.000,3920765
2025-Aug-26 11:45:00.000,3920805
2025-Aug-26 12:00:00.000,3920847
2025-Aug-26 12:15:00.000,3920889
2025-Aug-26 12:30:00.000,3920931
2025-Aug-26 12:45:00.000,3920973
2025-Aug-26 13:00:00.000,3921016
2025-Aug-26 13:15:00.000,3921058
2025-Aug-26 13:30:00.000,3921099
2025-Aug-26 13:45:00.000,3921139
2025-Aug-26 14:00:00.000,3921177
2025-Aug-26 14:15:00.000,3921217
2025-Aug-26 14:30:00.000,3921256
2025-Aug-26 14:45:00.000,3921294
2025-Aug-26 15:00:00.000,3921333
2025-Aug-26 15:15:00.000,3921370
2025-Aug-26 15:30:00.000,3921407
2025-Aug-26 15:45:00.000,3921444
2025-Aug-26 16:00:00.000,3921482
2025-Aug-26 16:15:00.000,3921519
2025-Aug-26 16:30:00.000,3921555
2025-Aug-26 16:45:00.000,3921590
2025-Aug-26 17:00:00.000,3921614
2025-Aug-26 17:15:00.000,3921649
2025-Aug-26 17:30:00.000,3921685
2025-Aug-26 17:45:00.000,3921720
2025-Aug-26 18:00:00.000,3921754
2025-Aug-26 18:15:00.000,3921789
2025-Aug-26 18:30:00.000,3921823
2025-Aug-26 18:45:00.000,3921858
2025-Aug-26 19:00:00.000,3921892
2025-Aug-26 19:15:00.000,3921927
2025-Aug-26 19:30:00.000,3921962
2025-Aug-26 19:45:00.000,3921995
2025-Aug-26 20:00:00.000,3922030
2025-Aug-26 20:15:00.000,3922063
2025-Aug-26 20:30:00.000,3922097
2025-Aug-26 20:45:00.000,3922131
2025-Aug-26 21:00:00.000,3922166
2025-Aug-26 21:15:00.000,3922199
2025-Aug-26 21:30:00.000,3922231
2025-Aug-26 21:45:00.000,3922264
2025-Aug-26 22:00:00.000,3922295
2025-Aug-26 22:15:00.000,3922329
2025-Aug-26 22:30:00.000,3922360
2025-Aug-26 22:45:00.000,3922392
2025-Aug-26 23:00:00.000,3922425
2025-Aug-26 23:15:00.000,3922456
2025-Aug-26 23:30:00.000,3922487
2025-Aug-26 23:45:00.000,3922519
2025-Aug-27 00:00:00.000,3922551
2025-Aug-27 00:15:00.000,3922582
2025-Aug-27 00:30:00.000,3922614
2025-Aug-27 00:45:00.000,3922645
2025-Aug-27 01:00:00.000,3922677
2025-Aug-27 01:15:00.000,3922708
2025-Aug-27 01:30:00.000,3922740
2025-Aug-27 01:45:00.000,3922761
2025-Aug-27 02:00:00.000,3922793
2025-Aug-27 02:15:00.000,3922824
2025-Aug-27 02:30:00.000,3922856
2025-Aug-27 02:45:00.000,3922886
2025-Aug-27 03:00:00.000,3922916
2025-Aug-27 03:15:00.000,3922948
2025-Aug-27 03:30:00.000,3922979
2025-Aug-27 03:45:00.000,3923009
2025-Aug-27 04:00:00.000,3923039
2025-Aug-27 04:15:00.000,3923070
2025-Aug-27 04:30:00.000,3923100
2025-Aug-27 04:45:00.000,3923130
2025-Aug-27 05:00:00.000,3923161
2025-Aug-27 05:15:00.000,3923191
2025-Aug-27 05:30:00.000,3923221
2025-Aug-27 05:45:00.000,3923251
2025-Aug-27 06:00:00.000,3923281
2025-Aug-27 06:15:00.000,3923312
2025-Aug-27 06:30:00.000,3923343
2025-Aug-27 06:45:00.000,3923374
2025-Aug-27 07:00:00.000,3923405
2025-Aug-27 07:15:00.000,3923437
2025-Aug-27 07:30:00.000,3923468
2025-Aug-27 07:45:00.000,3923501
2025-Aug-27 08:00:00.000,3923533
2025-Aug-27 08:15:00.000,3923566
2025-Aug-27 08:30:00.000,3923600
2025-Aug-27 08:45:00.000,3923634
2025-Aug-27 09:00:00.000,3923668
2025-Aug-27 09:15:00.000,3923701
2025-Aug-27 09:30:00.000,3923735
2025-Aug-27 09:45:00.000,3923768
2025-Aug-27 10:00:00.000,3923802
2025-Aug-27 10:15:00.000,3923825
2025-Aug-27 10:30:00.000,3923858
2025-Aug-27 10:45:00.000,3923892
2025-Aug-27 11:00:00.000,3923927
2025-Aug-27 11:15:00.000,3923960
2025-Aug-27 11:30:00.000,3923993
2025-Aug-27 11:45:00.000,3924025
2025-Aug-27 12:00:00.000,3924057
2025-Aug-27 12:15:00.000,3924087
2025-Aug-27 12:30:00.000,3924118
2025-Aug-27 12:45:00.000,3924150
2025-Aug-27 13:00:00.000,3924180
2025-Aug-27 13:15:00.000,3924211
2025-Aug-27 13:30:00.000,3924241
2025-Aug-27 13:45:00.000,3924270
2025-Aug-27 14:00:00.000,3924300
2025-Aug-27 14:15:00.000,3924328
2025-Aug-27 14:30:00.000,3924355
2025-Aug-27 14:45:00.000,3924382
2025-Aug-27 15:00:00.000,3924410
2025-Aug-27 15:15:00.000,3924436
2025-Aug-27 15:30:00.000,3924462
2025-Aug-27 15:45:00.000,3924486
2025-Aug-27 16:00:00.000,3924510
2025-Aug-27 16:15:00.000,3924539
2025-Aug-27 16:30:00.000,3924569
2025-Aug-27 16:45:00.000,3924601
2025-Aug-27 17:00:00.000,3924633
2025-Aug-27 17:15:00.000,3924663
2025-Aug-27 17:30:00.000,3924694
2025-Aug-27 17:45:00.000,3924724
2025-Aug-27 18:00:00.000,3924755
2025-Aug-27 18:15:00.000,3924784
2025-Aug-27 18:30:00.000,3924813
2025-Aug-27 18:45:00.000,3924842
2025-Aug-27 19:00:00.000,3924872
2025-Aug-27 19:15:00.000,3924891
2025-Aug-27 19:30:00.000,3924918
2025-Aug-27 19:45:00.000,3924945
2025-Aug-27 20:00:00.000,3924972
2025-Aug-27 20:15:00.000,3924998
2025-Aug-27 20:30:00.000,3925025
2025-Aug-27 20:45:00.000,3925051
2025-Aug-27 21:00:00.000,3925078
2025-Aug-27 21:15:00.000,3925105
2025-Aug-27 21:30:00.000,3925132
2025-Aug-27 21:45:00.000,3925159
2025-Aug-27 22:00:00.000,3925186
2025-Aug-27 22:15:00.000,3925213
2025-Aug-27 22:30:00.000,3925240
2025-Aug-27 22:45:00.000,3925268
2025-Aug-27 23:00:00.000,3925296
2025-Aug-27 23:15:00.000,3925323
2025-Aug-27 23:30:00.000,3925350
2025-Aug-27 23:45:00.000,3925377
2025-Aug-28 00:00:00.000,3925404
2025-Aug-28 00:15:00.000,3925431
2025-Aug-28 00:30:00.000,3925458
2025-Aug-28 00:45:00.000,3925484
2025-Aug-28 01:00:00.000,3925511
2025-Aug-28 01:15:00.000,3925537
2025-Aug-28 01:30:00.000,3925564
2025-Aug-28 01:45:00.000,3925591
2025-Aug-28 02:00:00.000,3925618
2025-Aug-28 02:15:00.000,3925645
2025-Aug-28 02:30:00.000,3925671
2025-Aug-28 02:45:00.000,3925698
2025-Aug-28 03:00:00.000,3925726
2025-Aug-28 03:15:00.000,3925754
2025-Aug-28 03:30:00.000,3925781
2025-Aug-28 03:45:00.000,3925808
2025-Aug-28 04:00:00.000,3925827
2025-Aug-28 04:15:00.000,3925855
2025-Aug-28 04:30:00.000,3925883
2025-Aug-28 04:45:00.000,3925911
2025-Aug-28 05:00:00.000,3925939
2025-Aug-28 05:15:00.000,3925966
2025-Aug-28 05:30:00.000,3925994
2025-Aug-28 05:45:00.000,3926022
2025-Aug-28 06:00:00.000,3926050
2025-Aug-28 06:15:00.000,3926077
2025-Aug-28 06:30:00.000,3926106
2025-Aug-28 06:45:00.000,3926134
2025-Aug-28 07:00:00.000,3926163
2025-Aug-28 07:15:00.000,3926191
2025-Aug-28 07:30:00.000,3926221
2025-Aug-28 07:45:00.000,3926250
2025-Aug-28 08:00:00.000,3926280
2025-Aug-28 08:15:00.000,3926312
2025-Aug-28 08:30:00.000,3926343
2025-Aug-28 08:45:00.000,3926374
2025-Aug-28 09:00:00.000,3926407
2025-Aug-28 09:15:00.000,3926439
2025-Aug-28 09:30:00.000,3926472
2025-Aug-28 09:45:00.000,3926506
2025-Aug-28 10:00:00.000,3926541
2025-Aug-28 10:15:00.000,3926576
2025-Aug-28 10:30:00.000,3926610
2025-Aug-28 10:45:00.000,3926645
2025-Aug-28 11:00:00.000,3926680
2025-Aug-28 11:15:00.000,3926714
2025-Aug-28 11:30:00.000,3926749
2025-Aug-28 11:45:00.000,3926785
2025-Aug-28 12:00:00.000,3926823
2025-Aug-28 12:15:00.000,3926859
2025-Aug-28 12:30:00.000,3926895
2025-Aug-28 12:45:00.000,3926931
2025-Aug-28 13:00:00.000,3926968
2025-Aug-28 13:15:00.000,3927003
2025-Aug-28 13:30:00.000,3927039
2025-Aug-28 13:45:00.000,3927075
2025-Aug-28 14:00:00.000,3927112
2025-Aug-28 14:15:00.000,3927137
2025-Aug-28 14:30:00.000,3927175
2025-Aug-28 14:45:00.000,3927213
2025-Aug-28 15:00:00.000,3927250
2025-Aug-28 15:15:00.000,3927289
2025-Aug-28 15:30:00.000,3927329
2025-Aug-28 15:45:00.000,3927370
2025-Aug-28 16:00:00.000,3927411
2025-Aug-28 16:15:00.000,3927454
2025-Aug-28 16:30:00.000,3927496
2025-Aug-28 16:45:00.000,3927538
2025-Aug-28 17:00:00.000,3927579
2025-Aug-28 17:15:00.000,3927619
2025-Aug-28 17:30:00.000,3927660
2025-Aug-28 17:45:00.000,3927699
2025-Aug-28 18:00:00.000,3927739
2025-Aug-28 18:15:00.000,3927777
2025-Aug-28 18:30:00.000,3927815
2025-Aug-28 18:45:00.000,3927854
2025-Aug-28 19:00:00.000,3927892
2025-Aug-28 19:15:00.000,3927930
2025-Aug-28 19:30:00.000,3927969
2025-Aug-28 19:45:00.000,3928006
2025-Aug-28 20:00:00.000,3928042
2025-Aug-28 20:15:00.000,3928078
2025-Aug-28 20:30:00.000,3928114
2025-Aug-28 20:45:00.000,3928152
2025-Aug-28 21:00:00.000,3928189
2025-Aug-28 21:15:00.000,3928227
2025-Aug-28 21:30:00.000,3928265
2025-Aug-28 21:45:00.000,3928303
2025-Aug-28 22:00:00.000,3928341
2025-Aug-28 22:15:00.000,3928380
2025-Aug-28 22:30:00.000,3928418
2025-Aug-28 22:45:00.000,3928456
2025-Aug-28 23:00:00.000,3928495
2025-Aug-28 23:15:00.000,3928534
2025-Aug-28 23:30:00.000,3928571
2025-Aug-28 23:45:00.000,3928610
2025-Aug-29 00:00:00.000,3928636
2025-Aug-29 00:15:00.000,3928675
2025-Aug-29 00:30:00.000,3928712
2025-Aug-29 00:45:00.000,3928750
2025-Aug-29 01:00:00.000,3928788
2025-Aug-29 01:15:00.000,3928826
2025-Aug-29 01:30:00.000,3928864
2025-Aug-29 01:45:00.000,3928903
2025-Aug-29 02:00:00.000,3928940
2025-Aug-29 02:15:00.000,3928978
2025-Aug-29 02:30:00.000,3929016
2025-Aug-29 02:45:00.000,3929053
2025-Aug-29 03:00:00.000,3929091
2025-Aug-29 03:15:00.000,3929127
2025-Aug-29 03:30:00.000,3929165
2025-Aug-29 03:45:00.000,3929203
2025-Aug-29 04:00:00.000,3929241
2025-Aug-29 04:15:00.000,3929278
2025-Aug-29 04:30:00.000,3929315
2025-Aug-29 04:45:00.000,3929353
2025-Aug-29 05:00:00.000,3929391
2025-Aug-29 05:15:00.000,3929429
2025-Aug-29 05:30:00.000,3929467
2025-Aug-29 05:45:00.000,3929504
2025-Aug-29 06:00:00.000,3929542
2025-Aug-29 06:15:00.000,3929580
2025-Aug-29 06:30:00.000,3929618
2025-Aug-29 06:45:00.000,3929656
2025-Aug-29 07:00:00.000,3929694
2025-Aug-29 07:15:00.000,3929732
2025-Aug-29 07:30:00.000,3929772
2025-Aug-29 07:45:00.000,3929811
2025-Aug-29 08:00:00.000,3929851
2025-Aug-29 08:15:00.000,3929892
2025-Aug-29 08:30:00.000,3929935
2025-Aug-29 08:45:00.000,3929976
2025-Aug-29 09:00:00.000,3930019
2025-Aug-29 09:15:00.000,3930062
2025-Aug-29 09:30:00.000,3930105
2025-Aug-29 09:45:00.000,3930149
2025-Aug-29 10:00:00.000,3930193
2025-Aug-29 10:15:00.000,3930236
2025-Aug-29 10:30:00.000,3930265
2025-Aug-29 10:45:00.000,3930308
2025-Aug-29 11:00:00.000,3930352
2025-Aug-29 11:15:00.000,3930396
2025-Aug-29 11:30:00.000,3930439
2025-Aug-29 11:45:00.000,3930484
2025-Aug-29 12:00:00.000,3930527
2025-Aug-29 12:15:00.000,3930570
2025-Aug-29 12:30:00.000,3930614
2025-Aug-29 12:45:00.000,3930658
2025-Aug-29 13:00:00.000,3930701
2025-Aug-29 13:15:00.000,3930745
2025-Aug-29 13:30:00.000,3930791
2025-Aug-29 13:45:00.000,3930839
2025-Aug-29 14:00:00.000,3930884
2025-Aug-29 14:15:00.000,3930930
2025-Aug-29 14:30:00.000,3930977
2025-Aug-29 14:45:00.000,3931024
2025-Aug-29 15:00:00.000,3931071
2025-Aug-29 15:15:00.000,3931116
2025-Aug-29 15:30:00.000,3931161
2025-Aug-29 15:45:00.000,3931206
2025-Aug-29 16:00:00.000,3931252
2025-Aug-29 16:15:00.000,3931295
2025-Aug-29 16:30:00.000,3931338
2025-Aug-29 16:45:00.000,3931382
2025-Aug-29 17:00:00.000,3931426
2025-Aug-29 17:15:00.000,3931470
2025-Aug-29 17:30:00.000,3931512
2025-Aug-29 17:45:00.000,3931556
2025-Aug-29 18:00:00.000,3931599
2025-Aug-29 18:15:00.000,3931642
2025-Aug-29 18:30:00.000,3931685
2025-Aug-29 18:45:00.000,3931728
2025-Aug-29 19:00:00.000,3931771
2025-Aug-29 19:15:00.000,3931814
2025-Aug-29 19:30:00.000,3931857
2025-Aug-29 19:45:00.000,3931899
2025-Aug-29 20:00:00.000,3931941
2025-Aug-29 20:15:00.000,3931982
2025-Aug-29 20:30:00.000,3932024
2025-Aug-29 20:45:00.000,3932066
2025-Aug-29 21:00:00.000,3932108
2025-Aug-29 21:15:00.000,3932151
2025-Aug-29 21:30:00.000,3932193
2025-Aug-29 21:45:00.000,3932236
2025-Aug-29 22:00:00.000,3932277
2025-Aug-29 22:15:00.000,3932305
2025-Aug-29 22:30:00.000,3932346
2025-Aug-29 22:45:00.000,3932388
2025-Aug-29 23:00:00.000,3932429
2025-Aug-29 23:15:00.000,3932470
2025-Aug-29 23:30:00.000,3932510
2025-Aug-29 23:45:00.000,3932551
2025-Aug-30 00:00:00.000,3932592
2025-Aug-30 00:15:00.000,3932634
2025-Aug-30 00:30:00.000,3932676
2025-Aug-30 00:45:00.000,3932717
2025-Aug-30 01:00:00.000,3932758
2025-Aug-30 01:15:00.000,3932798
2025-Aug-30 01:30:00.000,3932839
2025-Aug-30 01:45:00.000,3932879
2025-Aug-30 02:00:00.000,3932920
2025-Aug-30 02:15:00.000,3932960
2025-Aug-30 02:30:00.000,3933000
2025-Aug-30 02:45:00.000,3933040
2025-Aug-30 03:00:00.000,3933080
2025-Aug-30 03:15:00.000,3933121
2025-Aug-30 03:30:00.000,3933161
2025-Aug-30 03:45:00.000,3933202
2025-Aug-30 04:00:00.000,3933241
2025-Aug-30 04:15:00.000,3933281
2025-Aug-30 04:30:00.000,3933320
2025-Aug-30 04:45:00.000,3933360
2025-Aug-30 05:00:00.000,3933400
2025-Aug-30 05:15:00.000,3933439
2025-Aug-30 05:30:00.000,3933478
2025-Aug-30 05:45:00.000,3933518
2025-Aug-30 06:00:00.000,3933557
2025-Aug-30 06:15:00.000,3933596
2025-Aug-30 06:30:00.000,3933636
2025-Aug-30 06:45:00.000,3933675
2025-Aug-30 07:00:00.000,3933715
2025-Aug-30 07:15:00.000,3933754
2025-Aug-30 07:30:00.000,3933794
2025-Aug-30 07:45:00.000,3933834
2025-Aug-30 08:00:00.000,3933874
2025-Aug-30 08:15:00.000,3933915
2025-Aug-30 08:30:00.000,3933956
2025-Aug-30 08:45:00.000,3933997
2025-Aug-30 09:00:00.000,3934038
2025-Aug-30 09:15:00.000,3934079
2025-Aug-30 09:30:00.000,3934120
2025-Aug-30 09:45:00.000,3934148
2025-Aug-30 10:00:00.000,3934189
2025-Aug-30 10:15:00.000,3934230
2025-Aug-30 10:30:00.000,3934270
2025-Aug-30 10:45:00.000,3934311
2025-Aug-30 11:00:00.000,3934352
2025-Aug-30 11:15:00.000,3934391
2025-Aug-30 11:30:00.000,3934431
2025-Aug-30 11:45:00.000,3934472
2025-Aug-30 12:00:00.000,3934511
2025-Aug-30 12:15:00.000,3934552
2025-Aug-30 12:30:00.000,3934593
2025-Aug-30 12:45:00.000,3934634
2025-Aug-30 13:00:00.000,3934675
2025-Aug-30 13:15:00.000,3934716
2025-Aug-30 13:30:00.000,3934758
2025-Aug-30 13:45:00.000,3934798
2025-Aug-30 14:00:00.000,3934839
2025-Aug-30 14:15:00.000,3934879
2025-Aug-30 14:30:00.000,3934919
2025-Aug-30 14:45:00.000,3934959
2025-Aug-30 15:00:00.000,3935000
2025-Aug-30 15:15:00.000,3935041
2025-Aug-30 15:30:00.000,3935082
2025-Aug-30 15:45:00.000,3935124
2025-Aug-30 16:00:00.000,3935167
2025-Aug-30 16:15:00.000,3935208
2025-Aug-30 16:30:00.000,3935249
2025-Aug-30 16:45:00.000,3935290
2025-Aug-30 17:00:00.000,3935331
2025-Aug-30 17:15:00.000,3935369
2025-Aug-30 17:30:00.000,3935407
2025-Aug-30 17:45:00.000,3935444
2025-Aug-30 18:00:00.000,3935481
2025-Aug-30 18:15:00.000,3935518
2025-Aug-30 18:30:00.000,3935555
2025-Aug-30 18:45:00.000,3935590
2025-Aug-30 19:00:00.000,3935625
2025-Aug-30 19:15:00.000,3935660
2025-Aug-30 19:30:00.000,3935694
2025-Aug-30 19:45:00.000,3935730
2025-Aug-30 20:00:00.000,3935765
2025-Aug-30 20:15:00.000,3935801
2025-Aug-30 20:30:00.000,3935837
2025-Aug-30 20:45:00.000,3935861
2025-Aug-30 21:00:00.000,3935896
2025-Aug-30 21:15:00.000,3935931
2025-Aug-30 21:30:00.000,3935967
2025-Aug-30 21:45:00.000,3936003
2025-Aug-30 22:00:00.000,3936039
2025-Aug-30 22:15:00.000,3936075
2025-Aug-30 22:30:00.000,3936111
2025-Aug-30 22:45:00.000,3936146
2025-Aug-30 23:00:00.000,3936182
2025-Aug-30 23:15:00.000,3936217
2025-Aug-30 23:30:00.000,3936252
2025-Aug-30 23:45:00.000,3936287
2025-Aug-31 00:00:00.000,3936322
2025-Aug-31 00:15:00.000,3936358
2025-Aug-31 00:30:00.000,3936393
2025-Aug-31 00:45:00.000,3936429
2025-Aug-31 01:00:00.000,3936463
2025-Aug-31 01:15:00.000,3936497
2025-Aug-31 01:30:00.000,3936531
2025-Aug-31 01:45:00.000,3936564
2025-Aug-31 02:00:00.000,3936598
2025-Aug-31 02:15:00.000,3936632
2025-Aug-31 02:30:00.000,3936665
2025-Aug-31 02:45:00.000,3936699
2025-Aug-31 03:00:00.000,3936733
2025-Aug-31 03:15:00.000,3936767
2025-Aug-31 03:30:00.000,3936801
2025-Aug-31 03:45:00.000,3936835
2025-Aug-31 04:00:00.000,3936870
2025-Aug-31 04:15:00.000,3936904
2025-Aug-31 04:30:00.000,3936937
2025-Aug-31 04:45:00.000,3936971
2025-Aug-31 05:00:00.000,3937005
2025-Aug-31 05:15:00.000,3937039
2025-Aug-31 05:30:00.000,3937073
2025-Aug-31 05:45:00.000,3937107
2025-Aug-31 06:00:00.000,3937140
2025-Aug-31 06:15:00.000,3937174
2025-Aug-31 06:30:00.000,3937207
2025-Aug-31 06:45:00.000,3937240
2025-Aug-31 07:00:00.000,3937273
2025-Aug-31 07:15:00.000,3937306
2025-Aug-31 07:30:00.000,3937339
2025-Aug-31 07:45:00.000,3937374
2025-Aug-31 08:00:00.000,3937408
2025-Aug-31 08:15:00.000,3937442
2025-Aug-31 08:30:00.000,3937477
2025-Aug-31 08:45:00.000,3937512
2025-Aug-31 09:00:00.000,3937536
2025-Aug-31 09:15:00.000,3937573
2025-Aug-31 09:30:00.000,3937609
2025-Aug-31 09:45:00.000,3937645
2025-Aug-31 10:00:00.000,3937682
2025-Aug-31 10:15:00.000,3937719
2025-Aug-31 10:30:00.000,3937756
2025-Aug-31 10:45:00.000,3937793
2025-Aug-31 11:00:00.000,3937830
2025-Aug-31 11:15:00.000,3937867
2025-Aug-31 11:30:00.000,3937905
2025-Aug-31 11:45:00.000,3937942
2025-Aug-31 12:00:00.000,3937979
2025-Aug-31 12:15:00.000,3938016
2025-Aug-31 12:30:00.000,3938053
2025-Aug-31 12:45:00.000,3938091
2025-Aug-31 13:00:00.000,3938127
2025-Aug-31 13:15:00.000,3938163
2025-Aug-31 13:30:00.000,3938200
2025-Aug-31 13:45:00.000,3938237
2025-Aug-31 14:00:00.000,3938274
2025-Aug-31 14:15:00.000,3938312
2025-Aug-31 14:30:00.000,3938349
2025-Aug-31 14:45:00.000,3938388
2025-Aug-31 15:00:00.000,3938429
2025-Aug-31 15:15:00.000,3938469
2025-Aug-31 15:30:00.000,3938509
2025-Aug-31 15:45:00.000,3938547
2025-Aug-31 16:00:00.000,3938586
2025-Aug-31 16:15:00.000,3938624
2025-Aug-31 16:30:00.000,3938661
2025-Aug-31 16:45:00.000,3938698
2025-Aug-31 17:00:00.000,3938735
2025-Aug-31 17:15:00.000,3938773
2025-Aug-31 17:30:00.000,3938810
2025-Aug-31 17:45:00.000,3938848
2025-Aug-31 18:00:00.000,3938885
2025-Aug-31 18:15:00.000,3938923
2025-Aug-31 18:30:00.000,3938960
2025-Aug-31 18:45:00.000,3938997
2025-Aug-31 19:00:00.000,3939033
2025-Aug-31 19:15:00.000,3939070
2025-Aug-31 19:30:00.000,3939105
2025-Aug-31 19:45:00.000,3939140
2025-Aug-31 20:00:00.000,3939176
2025-Aug-31 20:15:00.000,3939211
2025-Aug-31 20:30:00.000,3939247
2025-Aug-31 20:45:00.000,3939282
2025-Aug-31 21:00:00.000,3939305
2025-Aug-31 21:15:00.000,3939340
2025-Aug-31 21:30:00.000,3939374
2025-Aug-31 21:45:00.000,3939407
2025-Aug-31 22:00:00.000,3939439
2025-Aug-31 22:15:00.000,3939471
2025-Aug-31 22:30:00.000,3939504
2025-Aug-31 22:45:00.000,3939536
2025-Aug-31 23:00:00.000,3939569
2025-Aug-31 23:15:00.000,3939601
2025-Aug-31 23:30:00.000,3939633
2025-Aug-31 23:45:00.000,3939666